File modules/solutions/exato.csv,,,,,,,,,,,,
alpha,corr_threshold,dt,elsize,k,lang,max_iter,max_no_improv,maxs,metric,mins,seed,verbose
0.573026,0,0,0,0,0,0,0,1,0,1,1,1
0.572729,0,1,0,1,0,0,0,0,0,0,1,0
0.572557,1,0,0,1,0,0,0,0,0,0,1,1
0.571982,1,0,0,1,0,0,1,0,0,1,1,0
0.570834,0,1,1,0,0,0,0,0,0,1,1,0
0.569230,0,1,0,0,1,0,0,0,0,1,1,0
0.567049,1,0,0,1,0,1,0,0,0,0,0,0
0.566318,1,0,0,1,1,0,1,0,0,0,0,0
0.565989,0,0,1,0,0,0,0,1,0,1,0,1
0.563213,1,0,0,1,0,0,0,1,0,0,0,1
0.563029,0,1,0,0,0,1,0,1,0,0,0,1
0.561321,0,0,0,0,1,0,1,1,0,0,1,0
0.560448,0,0,1,0,0,0,0,1,1,1,0,1
0.559753,0,0,0,1,0,0,0,0,0,1,1,0
0.559557,0,0,0,0,0,0,0,1,1,0,0,1
0.558875,1,0,0,0,0,0,0,1,0,0,0,1
0.558788,1,0,0,1,0,0,0,0,1,1,0,1
0.558531,1,1,0,1,0,0,0,0,0,0,0,1
0.558172,0,0,0,1,0,0,1,0,0,1,1,0
0.557649,0,0,0,0,1,0,1,1,0,1,0,0
0.557227,0,0,0,0,0,1,0,1,0,1,0,1
0.557203,0,1,1,0,0,0,0,1,0,0,0,1
0.555725,0,0,0,0,1,0,0,1,0,1,0,1
0.554939,0,0,0,1,1,0,1,1,0,0,0,0
0.554901,0,0,1,0,0,0,0,1,0,0,0,1
0.551289,0,0,0,1,1,1,0,1,0,0,0,1
0.550826,0,0,1,0,0,1,0,1,0,0,0,1
0.549485,1,1,0,1,0,0,0,0,0,0,1,0
0.548352,1,0,0,1,0,0,1,0,1,1,0,0
0.546149,0,0,0,1,0,0,1,1,0,0,1,0
0.546030,0,0,1,0,0,0,1,1,0,1,1,0
0.546017,0,1,0,0,0,1,0,1,0,0,1,0
0.545444,1,0,0,1,0,0,0,0,0,1,1,1
0.545318,1,0,0,1,0,1,0,0,0,0,1,0
0.543231,0,1,0,0,0,0,1,1,0,0,0,0
0.542842,0,1,0,0,0,1,0,0,0,0,1,0
0.542700,0,0,0,0,0,0,0,1,1,1,1,0
0.542667,1,0,0,0,0,0,0,1,0,0,1,0
0.541744,0,1,0,0,0,0,0,1,0,1,0,1
0.541376,1,0,0,1,0,1,0,0,0,1,0,1
0.540282,0,1,0,1,0,0,1,0,0,0,1,0
0.540047,0,1,0,0,0,0,0,0,0,1,1,1
0.539356,0,1,0,0,0,0,1,1,0,1,0,0
0.539057,0,1,0,0,1,0,0,1,0,0,0,1
0.538868,0,0,0,0,0,0,0,1,0,1,1,0
0.538401,1,0,0,1,0,0,0,1,0,1,0,1
0.538129,0,1,0,1,0,0,0,0,1,0,0,0
0.537999,0,0,0,1,0,0,0,0,1,0,1,0
0.537930,1,0,0,1,0,0,1,0,1,0,1,0
0.537569,0,0,0,0,0,0,0,1,0,0,1,1
0.535048,0,0,0,1,0,1,0,1,0,1,0,1
0.535048,0,0,1,0,0,0,0,1,1,0,0,1
0.534936,1,0,1,1,0,0,0,0,0,1,0,1
0.534529,1,0,1,1,0,0,1,0,0,0,1,0
0.534307,0,0,1,0,0,0,0,1,1,1,1,1
0.532812,0,0,0,1,0,0,1,0,1,1,0,0
0.531863,1,0,0,1,0,1,0,1,0,0,0,1
0.531850,1,0,0,1,0,0,1,0,1,1,1,0
0.531129,1,0,0,1,0,0,0,0,0,1,1,0
0.529722,1,0,0,1,0,0,0,1,0,0,1,1
0.529230,1,0,1,1,0,0,1,0,0,1,1,0
0.529145,0,0,0,1,0,0,1,0,0,0,1,0
0.529110,0,1,0,0,0,0,0,1,0,0,1,1
0.528946,0,0,0,0,1,1,0,1,0,1,1,0
0.528722,0,0,0,1,0,0,1,1,0,0,0,0
0.526881,0,0,0,1,1,0,0,0,0,1,0,1
0.526537,0,1,0,0,0,0,0,1,1,1,0,1
0.526535,0,0,0,0,0,1,0,1,0,0,0,1
0.525816,1,0,0,1,0,1,0,1,0,1,0,1
0.525517,0,0,0,0,0,1,0,1,0,1,1,1
0.524711,0,1,1,0,0,0,0,1,1,0,0,1
0.524373,1,0,0,1,0,1,0,0,0,0,0,1
0.524339,1,0,0,1,1,0,1,0,0,0,1,0
0.523830,0,1,0,0,0,0,0,0,1,0,1,0
0.523797,0,0,0,1,0,0,0,1,0,1,0,1
0.523714,0,0,0,1,1,0,1,0,0,1,0,0
0.523643,1,0,1,1,0,0,0,0,0,0,1,1
0.523480,0,1,0,1,0,0,1,0,1,0,0,0
0.522983,1,0,1,1,0,0,1,0,0,1,0,0
0.522911,1,0,0,1,0,0,1,1,0,0,1,0
0.522825,0,1,0,0,0,0,1,1,0,1,1,0
0.522518,0,0,0,0,0,1,0,1,1,0,0,1
0.521781,0,1,0,0,0,1,0,1,0,1,0,0
0.521622,1,0,0,1,0,0,0,1,0,1,1,1
0.520059,0,1,1,0,0,1,0,1,0,0,0,1
0.519985,0,1,0,1,1,0,0,0,0,0,1,0
0.519943,1,0,0,1,1,0,0,0,0,0,1,1
0.519650,0,1,0,0,1,0,1,1,0,0,0,0
0.519330,1,1,0,1,0,0,1,0,0,0,1,0
0.519047,1,1,0,1,0,0,0,0,0,0,1,1
0.518936,1,0,0,0,0,0,0,1,0,1,0,1
0.518904,1,0,1,1,0,0,0,1,0,0,0,1
0.518583,1,0,0,1,1,0,0,1,0,0,0,1
0.518502,1,0,0,0,0,0,0,1,0,0,1,1
0.518365,1,0,0,1,0,0,1,1,0,1,1,0
0.518226,0,0,0,1,0,1,0,1,0,1,1,0
0.517395,1,0,0,1,0,0,0,0,1,0,1,0
0.517173,1,1,0,1,0,0,0,0,0,1,0,1
0.516458,1,0,0,1,1,0,0,0,0,1,0,1
0.516394,0,0,0,1,1,0,0,0,0,1,1,0
0.516314,1,0,1,1,0,0,0,0,1,0,0,1
0.515536,0,1,0,0,1,0,0,1,1,0,0,1
0.515441,0,1,0,1,0,0,0,1,1,0,0,1
0.514633,1,0,0,1,0,1,0,0,0,1,1,0
0.514503,0,0,1,1,0,0,1,0,0,0,1,0
0.514300,1,0,0,1,0,0,0,0,1,1,1,0
0.513672,0,0,0,0,1,0,1,1,0,1,1,0
0.513331,0,0,0,0,0,0,1,1,1,1,1,0
0.512629,0,0,0,0,1,0,0,1,0,1,1,1
0.512048,0,0,0,1,0,0,1,1,1,1,0,0
0.511977,0,1,0,0,0,0,0,0,0,0,1,1
0.511945,0,0,0,1,0,0,0,0,0,0,1,1
0.511751,0,1,0,1,1,0,0,0,0,0,0,0
0.511177,0,0,0,1,1,0,1,0,0,0,0,0
0.510429,0,1,0,1,0,1,0,1,0,0,0,1
0.510162,0,1,0,1,0,0,0,0,0,1,0,1
0.509551,1,0,0,1,0,0,0,1,0,0,1,0
0.509474,1,0,0,1,0,0,0,1,1,0,0,1
0.508929,0,1,0,1,0,0,0,0,0,0,0,1
0.507991,1,0,0,1,1,0,1,0,0,1,1,0
0.507741,1,0,1,1,0,0,1,0,1,0,0,0
0.506803,0,0,0,1,1,0,0,0,0,0,1,0
0.506559,1,1,0,1,0,0,0,0,1,0,0,1
0.506225,1,0,1,1,0,0,1,0,0,0,0,0
0.506165,0,0,0,1,0,0,0,0,1,1,0,1
0.505787,1,0,0,0,0,0,0,1,0,1,1,0
0.505344,1,0,1,1,1,0,0,0,0,0,0,1
0.505130,1,0,0,1,0,0,0,0,1,0,1,1
0.505021,1,0,0,1,0,0,0,0,1,1,1,1
0.504842,0,0,0,1,0,0,1,0,1,1,1,0
0.504777,1,0,1,1,0,0,0,0,0,1,1,1
0.504667,1,1,0,1,0,0,0,0,0,1,1,0
0.504571,1,0,1,1,0,1,0,0,0,0,1,0
0.504323,1,0,0,1,0,1,0,0,0,0,1,1
0.504216,0,0,1,1,0,0,1,0,0,1,1,0
0.503783,1,0,1,1,0,0,0,0,0,0,1,0
0.503700,1,0,1,1,0,0,0,1,0,1,0,1
0.503537,1,0,0,1,1,0,0,0,1,1,0,1
0.503014,0,0,1,1,0,0,1,0,0,1,0,0
0.502381,0,1,0,1,0,0,0,0,0,1,1,0
0.502092,1,1,0,1,0,0,1,0,0,1,1,0
0.501889,1,1,0,0,0,0,0,0,0,0,1,0
0.501823,0,0,0,1,0,0,1,1,1,1,1,0
0.501075,1,0,1,1,0,0,0,1,0,0,1,1
0.501070,0,1,0,1,0,1,0,0,0,0,1,0
0.500530,0,0,0,1,1,0,1,0,0,1,1,0
0.500343,1,0,0,1,1,0,0,0,1,0,0,1
0.500314,0,1,0,0,0,0,0,1,0,1,1,1
0.500312,1,0,1,1,0,1,0,0,0,0,0,1
0.500182,1,0,0,1,0,1,0,1,0,0,1,1
0.499964,1,0,0,1,0,0,0,1,1,1,0,1
0.499816,0,0,0,1,0,0,1,1,1,0,1,0
0.499635,1,0,0,1,1,0,1,0,1,0,0,0
0.499507,0,1,0,0,0,1,0,1,0,1,1,0
0.498673,1,1,0,1,0,0,1,0,0,0,0,0
0.498635,1,0,1,1,0,0,1,0,1,1,0,0
0.498492,1,0,0,1,0,0,1,1,0,1,0,0
0.497915,0,1,0,1,0,0,0,0,1,0,1,0
0.497876,0,0,0,1,0,0,0,1,0,1,1,1
0.497827,0,1,0,0,0,1,0,1,0,0,1,1
0.497666,1,1,0,1,1,0,0,0,0,0,1,0
0.497498,0,0,0,0,1,0,0,1,0,1,1,0
0.497282,0,0,0,1,0,0,1,1,0,1,1,0
0.496996,1,1,0,1,0,0,0,0,0,1,1,1
0.496969,1,0,0,1,0,1,0,1,0,1,1,0
0.496585,0,0,0,1,0,1,0,1,0,1,0,0
0.496476,0,0,0,1,1,1,0,1,0,1,1,0
0.496217,1,0,0,1,0,0,0,0,1,0,0,0
0.496001,0,0,1,0,0,0,0,1,0,1,1,1
0.495808,1,0,0,0,0,0,0,1,0,1,1,1
0.495311,0,0,0,0,1,1,0,1,0,0,0,0
0.495306,0,0,0,1,0,0,0,1,1,1,1,1
0.495016,1,0,0,1,0,0,0,1,0,1,1,0
0.494881,1,0,0,1,0,1,0,0,0,1,1,1
0.494854,1,0,0,1,1,0,0,0,0,0,1,0
0.494820,0,1,1,0,0,0,1,1,0,1,0,0
0.494804,1,0,0,1,1,0,1,0,0,1,0,0
0.494476,0,1,0,0,0,0,1,1,1,0,1,0
0.494427,1,0,0,0,0,0,0,1,1,0,0,1
0.494069,0,1,0,0,0,1,0,1,1,0,1,0
0.493251,0,0,0,1,0,0,0,1,1,1,0,1
0.493051,1,0,0,1,1,0,0,1,0,0,1,1
0.492367,0,0,0,0,1,0,0,1,1,1,1,0
0.492224,1,0,0,0,0,1,0,1,0,0,0,1
0.491822,1,1,0,1,0,0,1,0,0,1,0,0
0.491734,1,1,0,1,0,1,0,0,0,0,0,1
0.491728,1,0,0,1,1,0,0,1,0,1,0,1
0.491582,0,1,0,0,1,0,0,1,0,1,0,1
0.491540,0,0,1,1,0,1,0,0,0,0,1,0
0.491534,0,0,0,0,1,1,0,1,0,1,1,1
0.491357,1,0,1,1,0,1,0,1,0,0,0,1
0.491228,0,1,1,1,0,0,1,0,0,0,0,0
0.491208,1,1,0,1,0,1,0,0,0,0,1,0
0.490957,1,1,0,1,0,0,0,1,0,0,0,1
0.490744,0,1,0,1,0,1,0,1,1,0,0,1
0.490597,1,0,0,1,0,1,0,0,0,1,0,0
0.490555,1,0,0,1,0,1,0,0,1,1,1,0
0.490502,0,0,1,0,0,1,0,1,0,1,1,0
0.490075,0,1,0,1,0,0,0,1,0,0,0,1
0.489926,0,0,0,1,0,1,0,1,0,1,1,1
0.489784,0,1,0,1,0,0,1,0,0,1,0,0
0.489453,1,0,0,1,0,0,0,1,1,0,1,1
0.489158,0,1,1,0,1,0,0,1,0,0,0,1
0.488854,0,0,0,1,1,0,1,1,0,1,1,0
0.488801,0,0,1,0,0,1,0,1,0,0,1,0
0.488649,1,0,0,0,0,0,1,0,0,0,1,0
0.488184,1,0,0,1,1,0,1,0,1,1,0,0
0.488119,0,0,0,1,0,1,0,1,0,0,0,0
0.488001,0,1,0,0,1,0,1,1,1,0,0,0
0.487787,0,0,0,1,0,0,1,1,0,1,0,0
0.487626,0,1,1,0,0,0,0,1,0,1,0,1
0.487515,1,1,0,1,0,0,0,0,1,1,0,1
0.487405,0,0,0,1,1,0,0,0,0,0,0,1
0.487405,1,0,0,0,0,0,0,1,1,1,1,0
0.487326,1,0,1,1,0,0,1,0,1,0,1,0
0.487193,0,1,0,0,0,0,0,1,1,0,1,1
0.487041,0,0,0,1,1,0,1,1,0,1,0,0
0.486580,1,0,0,0,0,0,1,1,0,1,1,0
0.486473,0,0,1,1,0,0,0,0,0,1,0,1
0.486366,0,0,0,1,0,1,0,0,0,1,1,0
0.486135,0,0,0,0,1,0,1,1,1,1,1,0
0.485512,0,0,0,1,1,1,0,1,0,0,1,0
0.485189,0,1,0,0,0,1,0,1,0,1,0,1
0.484786,1,1,0,1,0,0,1,1,0,0,1,0
0.484266,0,1,0,1,0,0,1,0,0,1,1,0
0.484058,1,0,1,1,0,0,0,0,0,1,1,0
0.483950,0,0,1,0,0,0,1,0,0,0,1,0
0.483771,0,0,0,1,1,0,0,1,0,0,1,0
0.483350,0,1,0,1,0,0,1,0,1,0,1,0
0.483103,1,1,0,1,0,0,0,0,1,0,1,0
0.482879,0,0,0,0,0,0,1,0,0,1,1,0
0.482758,0,1,1,0,0,0,0,1,0,0,1,0
0.482631,1,0,0,1,0,0,1,1,0,0,0,0
0.482564,0,0,0,1,0,1,0,1,1,1,1,0
0.482546,1,1,0,1,0,0,0,0,0,0,0,0
0.482274,1,0,1,1,0,1,0,0,0,1,1,0
0.481659,1,0,0,1,1,0,0,0,0,1,1,1
0.481611,1,0,1,1,0,1,0,0,0,0,1,1
0.481570,0,1,0,0,1,1,0,1,0,0,0,1
0.481510,1,0,1,1,0,0,0,0,1,1,0,1
0.481500,1,0,0,1,1,0,1,1,0,0,1,0
0.481445,1,1,0,1,0,0,0,1,0,0,1,0
0.480905,0,1,1,0,0,0,1,1,0,0,0,0
0.480451,1,0,0,0,0,1,0,1,0,0,1,0
0.479834,1,0,0,0,0,1,0,1,0,0,1,1
0.479731,0,1,0,1,0,1,0,1,0,1,0,1
0.479622,0,1,0,0,0,0,0,1,1,0,1,0
0.479378,0,0,0,1,0,0,0,0,0,1,1,1
0.479108,1,0,1,1,1,0,0,0,0,1,0,1
0.478551,1,1,0,0,0,0,0,1,0,0,0,1
0.478532,0,0,0,1,1,0,1,1,0,0,1,0
0.478293,1,0,0,1,0,0,1,1,1,0,1,0
0.478053,1,0,0,1,1,0,0,1,1,0,0,1
0.477965,1,0,0,1,0,1,0,0,1,1,0,1
0.477942,1,1,0,1,0,0,0,1,0,0,1,1
0.477696,1,1,0,1,0,1,0,0,0,1,0,1
0.477447,0,1,0,0,1,0,0,0,0,0,0,1
0.477292,1,0,0,1,1,0,0,0,0,1,1,0
0.476844,0,1,0,0,0,0,1,1,1,1,1,0
0.476789,1,0,1,0,0,0,0,0,0,0,0,1
0.475959,0,0,0,1,0,0,0,0,1,1,1,0
0.475922,1,1,1,1,0,0,0,0,0,1,0,1
0.475792,1,0,1,1,0,1,0,0,0,1,0,1
0.475700,1,0,0,1,0,1,0,0,1,0,1,0
0.475465,0,1,0,1,0,0,1,1,1,0,0,0
0.475457,1,0,0,0,1,0,0,1,0,0,1,0
0.475294,1,0,0,0,1,0,1,1,0,1,1,0
0.475120,1,0,0,1,0,0,1,1,1,1,0,0
0.474696,0,0,0,0,1,0,0,1,1,0,1,0
0.474664,0,0,0,1,0,0,1,1,1,0,0,0
0.474424,1,0,1,1,0,0,0,0,1,0,1,1
0.474312,1,1,0,1,0,0,0,1,0,1,0,1
0.474224,1,0,0,1,1,0,1,0,1,0,1,0
0.474213,1,1,0,0,0,0,1,1,0,0,1,0
0.474161,1,0,1,1,0,0,1,1,0,1,0,0
0.474017,0,1,0,1,0,1,0,1,0,0,0,0
0.473713,1,0,0,1,1,1,0,1,0,0,0,1
0.473564,1,1,0,1,1,0,0,0,0,1,1,0
0.473463,0,1,0,1,0,0,0,0,1,0,0,1
0.473212,1,1,0,0,0,0,1,1,0,1,1,0
0.473184,1,0,0,1,0,0,0,0,0,1,0,0
0.473057,0,1,1,0,0,0,1,1,0,1,1,0
0.472613,1,1,1,1,0,0,0,0,0,0,1,1
0.471870,0,0,1,0,1,0,1,1,0,1,1,0
0.471747,1,1,0,1,1,0,1,0,0,0,1,0
0.471569,0,1,0,1,1,0,0,0,0,1,1,0
0.471445,0,1,0,0,1,0,1,1,1,0,1,0
0.470958,1,0,0,0,0,1,0,1,0,1,0,1
0.470839,1,0,1,1,1,0,1,0,0,0,1,0
0.470694,1,1,0,0,0,0,0,1,0,0,1,0
0.470525,1,0,1,1,0,0,0,1,1,0,0,1
0.470122,0,1,0,1,0,1,0,1,1,0,1,0
0.470120,0,0,1,1,0,0,0,1,0,1,0,1
0.469864,1,0,0,0,0,0,1,1,0,0,1,0
0.469659,0,1,0,0,1,0,0,1,0,0,1,1
0.469454,1,0,1,1,0,0,0,0,1,1,1,0
0.469275,1,0,0,0,1,0,0,1,0,0,0,1
0.469251,0,0,1,1,0,0,1,0,0,0,0,0
0.469131,1,0,0,1,0,1,0,0,1,0,0,1
0.468452,1,0,1,0,0,0,0,1,0,0,1,1
0.468205,1,0,1,0,0,0,0,1,0,0,0,1
0.468159,1,0,0,0,0,0,0,0,0,1,0,1
0.467974,1,1,0,1,0,0,0,0,1,0,0,0
0.467756,1,0,1,1,1,0,0,0,1,0,0,1
0.467725,1,1,0,1,0,1,0,0,0,0,1,1
0.467606,1,1,0,1,0,1,0,0,0,1,1,0
0.467598,0,0,0,1,0,1,0,1,1,1,0,1
0.467554,0,0,0,1,1,0,0,1,0,1,0,1
0.467550,0,1,0,0,1,1,0,1,0,0,1,0
0.466847,0,0,0,1,0,1,0,0,0,1,0,1
0.466780,0,0,0,1,0,1,0,1,1,1,0,0
0.466727,1,0,0,0,1,0,0,1,0,1,0,1
0.466577,1,0,0,0,0,0,0,1,1,0,1,1
0.466449,1,0,1,1,1,0,0,0,0,0,1,1
0.466329,1,0,0,0,0,0,0,1,1,1,0,1
0.465544,1,0,1,0,0,0,1,0,0,0,1,0
0.465256,1,1,1,1,0,0,0,0,0,0,1,0
0.465072,0,0,0,1,0,1,0,1,0,0,0,1
0.465011,0,1,0,1,0,1,0,0,0,0,0,1
0.464979,0,0,1,1,0,0,1,1,1,1,0,0
0.464886,0,1,0,1,1,0,0,1,1,0,0,1
0.464610,0,1,1,0,0,0,0,1,0,0,1,1
0.464570,1,1,0,1,0,0,1,0,1,0,1,0
0.464566,0,1,0,0,0,1,0,1,0,1,1,1
0.464363,0,0,1,0,0,1,0,0,0,0,1,0
0.464216,1,0,0,1,0,1,0,1,0,0,1,0
0.464130,1,1,0,0,0,0,0,1,0,0,1,1
0.463692,1,0,0,1,0,1,0,0,1,0,0,0
0.463463,0,1,0,1,0,0,1,1,1,0,1,0
0.463240,0,1,1,0,1,0,0,1,0,0,1,1
0.463212,0,0,1,1,0,0,1,0,1,1,1,0
0.462705,1,0,0,1,1,1,0,0,0,0,1,0
0.462526,0,1,1,1,0,0,1,0,1,0,0,0
0.462478,0,0,0,0,0,1,0,1,0,0,1,0
0.462366,0,1,0,1,0,0,0,1,0,0,1,1
0.462313,0,1,0,0,1,0,1,1,0,1,0,0
0.462268,0,0,0,1,1,0,0,1,1,1,0,1
0.462175,1,0,0,1,0,0,0,1,1,1,1,0
0.462059,1,1,0,1,0,0,1,0,1,0,0,0
0.461984,1,0,1,1,1,0,1,0,0,1,0,0
0.461921,1,1,1,1,0,0,1,0,0,0,1,0
0.461230,1,0,0,1,1,1,0,0,0,0,0,1
0.461194,1,0,0,1,0,0,0,0,1,1,0,0
0.460993,1,0,1,1,0,1,0,0,0,0,0,0
0.460917,0,1,0,1,0,0,0,1,1,0,1,1
0.460759,0,0,0,1,1,0,1,0,1,1,0,0
0.460601,0,1,0,1,0,0,1,0,1,1,1,0
0.460453,0,0,0,0,0,0,0,0,0,1,1,1
0.460045,0,0,1,1,0,1,0,1,0,1,1,0
0.459943,0,1,1,0,0,0,0,1,0,1,1,1
0.459828,1,1,0,1,0,1,0,0,0,0,0,0
0.459633,1,0,0,1,1,0,0,0,1,1,1,0
0.459531,1,0,0,1,1,1,0,0,0,0,0,0
0.459031,1,1,0,1,0,1,0,1,0,0,0,1
0.458981,0,1,1,1,0,0,0,0,0,1,1,0
0.458924,0,0,0,1,1,0,0,1,0,1,1,1
0.458800,1,0,0,0,0,0,1,1,1,1,1,0
0.458438,1,1,0,1,1,0,0,0,0,0,0,1
0.458326,1,1,0,1,1,0,0,1,0,0,0,1
0.458304,0,0,0,1,0,0,1,0,1,0,1,0
0.458281,0,1,0,1,1,0,0,1,0,0,0,1
0.458244,0,0,1,1,0,0,0,1,1,1,0,1
0.458230,1,1,0,1,1,0,0,0,0,0,1,1
0.458173,0,0,0,1,1,0,1,0,0,0,1,0
0.458012,0,1,0,1,1,1,0,1,0,0,0,1
0.457318,0,1,0,0,0,0,1,1,1,1,0,0
0.456908,1,0,0,1,1,0,0,1,0,0,1,0
0.456843,1,1,0,1,1,0,0,0,0,1,0,1
0.456800,1,0,1,1,0,0,1,1,0,0,1,0
0.456708,0,1,0,1,0,0,1,1,1,1,0,0
0.456663,0,1,1,1,0,1,0,1,0,0,0,1
0.456656,0,0,0,1,1,1,0,1,0,1,0,0
0.456461,0,1,0,1,0,0,0,0,0,1,1,1
0.456457,0,1,0,0,1,0,1,1,0,0,1,0
0.456447,1,0,1,0,0,0,0,1,0,0,1,0
0.456441,1,1,1,1,0,0,0,0,0,1,1,0
0.456396,1,0,1,1,1,0,0,1,0,0,0,1
0.456383,1,0,0,1,0,1,0,1,1,0,0,1
0.456381,1,0,0,1,0,1,0,0,1,0,1,1
0.456105,0,0,1,1,0,0,1,1,1,0,0,0
0.455990,1,1,0,0,0,0,0,1,0,1,1,1
0.455851,0,0,1,0,1,0,0,1,0,0,1,0
0.455151,1,1,0,1,0,0,0,0,1,0,1,1
0.454751,0,1,0,0,1,0,1,1,0,1,1,0
0.454749,1,0,1,1,0,1,0,1,0,0,1,0
0.454634,1,1,1,1,0,0,0,0,0,0,0,1
0.454529,1,1,0,1,0,0,0,0,1,1,1,0
0.454509,0,1,0,1,0,1,0,1,0,1,1,0
0.454495,0,0,0,1,0,1,0,0,1,1,1,0
0.454354,1,1,0,1,0,1,0,1,0,0,1,0
0.454141,1,0,0,0,0,0,0,0,0,0,1,1
0.454030,1,0,0,1,0,0,1,1,1,0,0,0
0.453873,1,0,0,1,0,1,0,0,1,1,0,0
0.453865,0,1,0,1,0,1,0,1,0,0,1,1
0.453645,0,1,0,1,1,0,1,0,0,0,0,0
0.453537,0,1,0,1,0,1,0,1,0,0,1,0
0.453489,1,0,0,1,1,0,0,0,1,0,1,1
0.453335,0,0,0,1,0,0,0,1,1,1,1,0
0.453201,0,1,0,1,1,1,0,1,0,0,1,0
0.453098,1,0,1,1,1,0,1,0,1,0,0,0
0.452766,0,1,0,1,0,0,0,1,1,1,0,1
0.452761,1,0,1,0,0,1,0,1,0,0,0,1
0.452283,1,0,1,1,0,0,0,1,0,1,1,0
0.452191,1,0,0,1,0,1,0,1,0,1,0,0
0.452062,0,0,1,0,0,0,0,0,0,1,1,0
0.451985,1,0,0,0,0,0,1,0,0,1,1,0
0.451962,1,0,0,0,0,1,0,1,0,1,1,1
0.451864,0,0,0,0,0,1,0,1,0,0,1,1
0.451783,0,0,1,1,0,0,1,1,0,1,1,0
0.451524,1,0,0,0,1,0,0,1,0,1,1,1
0.451172,1,0,0,1,1,0,0,1,0,1,1,0
0.451117,1,0,0,1,0,1,0,1,1,1,0,0
0.451074,0,1,0,0,1,1,0,1,0,1,1,0
0.451039,1,0,1,1,0,1,0,0,0,1,0,0
0.450857,0,0,1,0,0,0,1,1,1,1,1,0
0.450799,0,0,0,1,0,1,0,1,1,0,0,0
0.450685,0,0,1,0,0,1,0,1,0,0,1,1
0.450674,0,1,0,1,0,0,0,0,1,1,1,0
0.450646,1,0,0,0,0,0,1,1,1,0,1,0
0.450441,0,1,0,1,1,0,1,1,1,0,0,0
0.450424,0,0,1,1,0,0,1,1,0,0,0,0
0.450075,1,1,0,1,0,0,0,1,1,0,0,1
0.450013,1,0,0,0,0,1,0,1,0,1,1,0
0.449996,1,0,0,1,1,1,0,0,0,0,1,1
0.449983,1,0,0,0,1,0,0,1,0,0,1,1
0.449976,1,0,0,1,1,0,1,1,0,1,0,0
0.449927,0,1,0,0,1,0,0,1,1,0,1,0
0.449924,0,0,0,1,0,1,0,1,0,0,1,1
0.449910,1,1,0,0,0,1,0,1,0,0,0,1
0.449693,0,1,0,1,0,0,0,1,0,1,0,1
0.449613,0,0,0,1,1,0,1,0,1,1,1,0
0.449463,1,1,0,0,0,0,0,1,1,0,1,0
0.449446,0,0,1,1,0,0,0,1,0,1,1,1
0.449443,0,1,0,0,0,0,0,1,1,1,1,0
0.449433,1,0,0,0,1,0,0,1,1,0,1,0
0.449363,0,1,1,0,0,1,0,0,0,0,1,0
0.449332,1,0,1,0,0,0,0,1,0,1,0,1
0.449278,0,0,1,1,0,0,1,1,1,0,1,0
0.449078,0,1,0,1,0,1,0,1,1,1,0,0
